# Menlo Systems GmbH ScanControl
# Program Version 1.14.3
# Start: -733.80000000 ps, Average over 3000 waveforms. Timestamp: 2025-11-05T15:52:25
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-710.53979592	-0.03648447
-710.50680272	-0.03021817
-710.47380952	-0.02416178
-710.44081633	-0.01850745
-710.40782313	-0.01316144
-710.37482993	-0.00826491
-710.34183673	-0.00363591
-710.30884354	0.00048775
-710.27585034	0.00429313
-710.24285714	0.00760036
-710.20986395	0.01072350
-710.17687075	0.01346426
-710.14387755	0.01606286
-710.11088435	0.01837345
-710.07789116	0.02062503
-710.04489796	0.02256926
-710.01190476	0.02431405
-709.97891156	0.02590921
-709.94591837	0.02704334
-709.91292517	0.02809131
-709.87993197	0.02865278
-709.84693878	0.02902514
-709.81394558	0.02895672
-709.78095238	0.02857781
-709.74795918	0.02783067
-709.71496599	0.02663813
-709.68197279	0.02516300
-709.64897959	0.02313177
-709.61598639	0.02081955
-709.58299320	0.01808428
-709.55000000	0.01493936
-709.51700680	0.01158096
-709.48401361	0.00786381
-709.45102041	0.00386852
-709.41802721	-0.00032269
-709.38503401	-0.00460141
-709.35204082	-0.00905002
-709.31904762	-0.01348104
-709.28605442	-0.01796662
-709.25306122	-0.02217770
-709.22006803	-0.02608286
-709.18707483	-0.02964191
-709.15408163	-0.03245367
-709.12108844	-0.03451692
-709.08809524	-0.03565664
-709.05510204	-0.03573332
-709.02210884	-0.03464895
-708.98911565	-0.03226448
-708.95612245	-0.02867181
-708.92312925	-0.02365471
-708.89013605	-0.01760461
-708.85714286	-0.01026338
-708.82414966	-0.00222771
-708.79115646	0.00646622
-708.75816327	0.01542303
-708.72517007	0.02422529
-708.69217687	0.03242060
-708.65918367	0.03983096
-708.62619048	0.04590905
-708.59319728	0.05057997
-708.56020408	0.05338802
-708.52721088	0.05443673
-708.49421769	0.05371257
-708.46122449	0.05099465
-708.42823129	0.04704540
-708.39523810	0.04172811
-708.36224490	0.03567269
-708.32925170	0.02928814
-708.29625850	0.02290467
-708.26326531	0.01707023
-708.23027211	0.01198076
-708.19727891	0.00802757
-708.16428571	0.00542329
-708.13129252	0.00413111
-708.09829932	0.00415750
-708.06530612	0.00556555
-708.03231293	0.00791662
-707.99931973	0.01108430
-707.96632653	0.01464334
-707.93333333	0.01833752
-707.90034014	0.02173342
-707.86734694	0.02461064
-707.83435374	0.02661704
-707.80136054	0.02763851
-707.76836735	0.02765665
-707.73537415	0.02642202
-707.70238095	0.02417494
-707.66938776	0.02083004
-707.63639456	0.01668914
-707.60340136	0.01181015
-707.57040816	0.00652623
-707.53741497	0.00091175
-707.50442177	-0.00476082
-707.47142857	-0.01027480
-707.43843537	-0.01549015
-707.40544218	-0.02030208
-707.37244898	-0.02471393
