# Menlo Systems GmbH ScanControl
# Program Version 1.14.3
# Start: -740.00000000 ps, Average over 3000 waveforms. Timestamp: 2026-03-04T14:35:48
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-712.14521452	0.00738389
-712.11221122	0.00620140
-712.07920792	0.00572106
-712.04620462	0.00570746
-712.01320132	0.00572823
-711.98019802	0.00538415
-711.94719472	0.00462608
-711.91419142	0.00353365
-711.88118812	0.00219893
-711.84818482	0.00093735
-711.81518152	-0.00003210
-711.78217822	-0.00061685
-711.74917492	-0.00087237
-711.71617162	-0.00072332
-711.68316832	-0.00016147
-711.65016502	0.00056765
-711.61716172	0.00141332
-711.58415842	0.00250887
-711.55115512	0.00391380
-711.51815182	0.00546094
-711.48514851	0.00685245
-711.45214521	0.00738335
-711.41914191	0.00634874
-711.38613861	0.00356269
-711.35313531	-0.00043584
-711.32013201	-0.00476474
-711.28712871	-0.00842101
-711.25412541	-0.01080994
-711.22112211	-0.01166117
-711.18811881	-0.01102277
-711.15511551	-0.00887142
-711.12211221	-0.00523022
-711.08910891	-0.00034529
-711.05610561	0.00541847
-711.02310231	0.01110719
-710.99009901	0.01614659
-710.95709571	0.01985718
-710.92409241	0.02227563
-710.89108911	0.02358430
-710.85808581	0.02403779
-710.82508251	0.02393624
-710.79207921	0.02304552
-710.75907591	0.02107588
-710.72607261	0.01753046
-710.69306931	0.01214982
-710.66006601	0.00520923
-710.62706271	-0.00245837
-710.59405941	-0.00977732
-710.56105611	-0.01569403
-710.52805281	-0.01961682
-710.49504950	-0.02122976
-710.46204620	-0.02059495
-710.42904290	-0.01782295
-710.39603960	-0.01315728
-710.36303630	-0.00693991
-710.33003300	0.00016031
-710.29702970	0.00730579
-710.26402640	0.01349877
-710.23102310	0.01789002
-710.19801980	0.02022829
-710.16501650	0.02069569
-710.13201320	0.01977160
-710.09900990	0.01835948
-710.06600660	0.01675051
-710.03300330	0.01484649
-710.00000000	0.01249712
-709.96699670	0.00893875
-709.93399340	0.00391092
-709.90099010	-0.00256549
-709.86798680	-0.01003168
-709.83498350	-0.01707953
-709.80198020	-0.02235358
-709.76897690	-0.02471356
-709.73597360	-0.02336797
-709.70297030	-0.01889414
-709.66996700	-0.01245185
-709.63696370	-0.00572891
-709.60396040	0.00000789
-709.57095710	0.00387917
-709.53795380	0.00574447
-709.50495050	0.00569396
-709.47194719	0.00426448
-709.43894389	0.00173723
-709.40594059	-0.00117687
-709.37293729	-0.00380739
-709.33993399	-0.00540574
-709.30693069	-0.00517924
-709.27392739	-0.00286141
-709.24092409	0.00127203
-709.20792079	0.00677248
-709.17491749	0.01254093
-709.14191419	0.01768267
-709.10891089	0.02153813
-709.07590759	0.02371703
-709.04290429	0.02437769
-709.00990099	0.02400176
-708.97689769	0.02267136
-708.94389439	0.02044975
-708.91089109	0.01736820
-708.87788779	0.01296581
-708.84488449	0.00746249
-708.81188119	0.00139253
-708.77887789	-0.00435380
-708.74587459	-0.00881445
-708.71287129	-0.01104997
-708.67986799	-0.01066925
-708.64686469	-0.00740641
-708.61386139	-0.00187208
-708.58085809	0.00524428
-708.54785479	0.01297547
-708.51485149	0.02064715
-708.48184818	0.02748185
-708.44884488	0.03334615
-708.41584158	0.03748887
-708.38283828	0.03912187
-708.34983498	0.03742383
-708.31683168	0.03175882
-708.28382838	0.02265752
-708.25082508	0.01158908
-708.21782178	0.00015396
-708.18481848	-0.00973838
-708.15181518	-0.01695712
-708.11881188	-0.02166680
-708.08580858	-0.02422256
-708.05280528	-0.02527359
-708.01980198	-0.02491493
-707.98679868	-0.02312295
-707.95379538	-0.01995934
-707.92079208	-0.01568153
-707.88778878	-0.01128110
-707.85478548	-0.00759710
-707.82178218	-0.00538950
-707.78877888	-0.00522896
-707.75577558	-0.00698286
-707.72277228	-0.01041659
-707.68976898	-0.01492087
-707.65676568	-0.01959360
-707.62376238	-0.02344554
-707.59075908	-0.02547344
-707.55775578	-0.02487608
-707.52475248	-0.02096102
-707.49174917	-0.01385729
-707.45874587	-0.00407374
-707.42574257	0.00729583
-707.39273927	0.01907836
-707.35973597	0.02961006
-707.32673267	0.03769961
-707.29372937	0.04234489
-707.26072607	0.04261664
-707.22772277	0.03839731
-707.19471947	0.03048286
-707.16171617	0.01988031
